"id","name","type","lat","lng","zipCode","contact","address","description","theme_id","area_id","img","user_id"
11,"야자수식당","음식점","33.3902546488","126.2397002855","63011","064-796-0001","제주특별자치도 제주시 한림읍 한림로 300			","비양도가 바라다 보이는 협재 해수욕장 옆에 있는 유명한 관광지인 한림공원내에 위치한 야자수 식당은 제주도의 특산인 오분자기 뚝배기, 갈치구이와 함께 제주도의 다른 이름인 삼다도에서 이름을 딴 삼다 비빔밥이 별미인 식당이다. 삼다 비빔밥은 오로지 제주도 내 애월읍과 한림읍에서 재배된 야채와 한림공원 내에서 직접 길러낸 야채를 재료로 사용하기에 더욱 신선함을 느낄 수 있다. 해물뚝배기에는 제주 특산 오분자기가 빠지지 않으며 소라 등 해물도 곁들여져 있으며 무엇보다 집된장 맛이 그대로 살아있는 국물이 해물과 조화되어 일품이다. 야자수 식당은 한림공원 내에 위치하고 있고 주위에 협재 해수욕장, 비양도, 한림공원을 관광하면서 쉽게 식사를 할 수 있어 편리하다.",2,1,"","admin"
12,"제주미향","음식점","33.2551612466","126.4163601758","63534","064-738-8588","제주특별자치도 서귀포시 천제연로 99			","제주 중문 관광단지에 위치한 제주미향은 활어회와 갈치, 고등어 요리를 주로 하며 조림이 유명한 집이다. 이곳은 푸른 바다, 여미지 식물원, 선녀다리가 한눈에 내려다보이는 곳에 위치하고 있다.",2,1,"","admin"
13,"초원흑돼지","음식점","33.5396505506","126.6732536664","63333","064-783-8527","제주특별자치도 제주시 조천읍 신북로 598			","제주도 제주시 조천읍 함덕리에 위치한 초원식당은 조약돌 위에 흑돼지 삼겹살과 갈비를 구워 먹는데, 담백함과 쫄깃한 맛이 일품이다.1년동안 숙성시킨 깻잎지에 고기를 싸먹으면 그 맛이 특별하여 다시 찾아오는 손님이 많아 단골고객이 늘었다. 꿩샤브샤브 요리도 별미이며, 쌈에 이용되는 모든 야채를 텃밭에서 유기농으로 재배하여 손님들이 안심하고 먹을 수 있도록 하고 있다.",2,1,"","admin"
14,"공천포식당","음식점","33.2664191430","126.6425958686","63612","064-767-2425","제주특별자치도 서귀포시 남원읍 공천포로 89			","공천포식당은 잔잔하고 검은 모래가 있는 서귀포의 공천 포구 인근에 자리 잡은 한식당이다. 된장과 고춧가루를 넣어 맛을 낸 시원한 육수에 깻잎과 김 가루로 감칠맛을 더한 물회가 유명하다. 해삼, 한치, 소라 중 원하는 재료를 골라 주문하면 커다란 대접에 시원한 물회와 정갈한 밑반찬, 밥 한 공기가 함께 나와 푸짐한 한 상이 차려진다. 이외에도 고등어구이와 전복죽 등 제주 특산요리가 맛이 훌륭해 현지인들은 물론 관광객들에게도 맛집으로 입소문이 난 곳이다.",2,1,"","admin"
15,"버드나무집","음식점","33.5413197163","126.6673958034","63333","064-782-9992","제주특별자치도 제주시 조천읍 신북로 540			","함덕해수욕장 근처에 있는 버드나무집은 손칼국수로 유명한 맛집이다. 메뉴는 해물손칼국수, 매생이손칼국수, 들깨칼국수가 있으며, 한 테이블당 한 메뉴로 통일하여 주문을 받고 있다. 이곳의 특징은 손으로 반죽한 얇고 넓은 칼국수 면과 싱싱한 해물로 우려낸 육수다. 시원하고 깔끔한 국물 덕분에 해장하기 위해 찾아오는 단골들이 많다. 청양고추가 들어간 다진 양념으로 맵기도 조절할 수 있어 얼큰하게 즐기고 싶다면 요청하면 된다. 브레이크 타임은 3시부터 5시다.",2,1,"","admin"
16,"송당나무","음식점","33.4769510167","126.7890922698","63355","010-9364-2819","제주특별자치도 제주시 구좌읍 송당5길 68-140			","제주시 송당리에 위치한 송당나무는 꽃과 식물이 가득한 가드닝 센터다. 강수량이 많은 송당리는 식물이 자라기 좋은 환경으로 귤 농사 대신 조경수 재배를 가장 많이 하는 동네로 알려져 있다. 허브, 야자나무, 선인장 등 온갖 식물이 가득한 온실 내부에서 에이드, 커피 등 차 한 잔을 즐기며 여유를 느낄 수 있다. 비정기적으로 가드닝 수업을 진행하며 인스타그램에서 확인할 수 있다.",2,1,"","admin"
17,"랜딩 라운지","음식점","33.3049513971","126.3164038528","63522","064-908-2400","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38			","랜딩관 제주신화월드 로비 옆에 위치한 음악과 피아노 선율을 감상할 수 있는 라운지이다. 피아노 연주를 들으며 칵테일을 음미하는 여유, 제주신화월드 랜딩 리조트관 지하 1층에 위치한 랜딩 라운지에서는 부드러운 피아노 선율과 라이브 음악이 울린다. 오픈된 원형 구조의 카페바에서 음료나 디저트, 핑거푸드와 스낵류를 주문하면 널찍한 라운지에서 드실 수 있다. 가족과 휴식을 취할 때도 편하게 이용 가능하다. 비즈니스, 친교 등 다양한 목적의 만남을 가지거나 음악을 들으며 휴식을 취하기에 좋다.",2,1,"","admin"
18,"시골가마솥 돗궤기","음식점","33.2825991631","126.7209248299","63621","064-764-7798","제주특별자치도 서귀포시 남원읍 남조로 32			","제주도 서귀포시 남원읍에 위치한 시골가마솥 돗궤기는 제주 청정 무항생 흑돼지구이와 맛있는 백하수오해물탕, 해물 전복뚝배기를 판매한다. 넓은 주차장이 있어 편리하게 이용할 수 있다.",2,1,"","admin"
19,"쉬는팡가든","음식점","33.2668096189","126.3947034614","63534","064-738-5833","제주특별자치도 서귀포시 상예로 244(상예동)","쉬는팡가든은 제주도 서귀포에 있는 흑돼지 전문점이다. 신선한 재료와 저렴한 가격으로 흑돼지 오겹살을 맛볼 수 있으며, 깔끔한 인테리어와 넓은 주차장으로 보다 편안하게 식사를 즐길 수 있는 곳이다.",2,1,"","admin"
20,"백기해녀의집","음식점","33.4499422661","126.9223924466","63641","064-782-0673","제주특별자치도 서귀포시 성산읍 일출로 88-19			","백기해녀의집은 광치기해변 인근에 있는 해산물을 전문으로 하는 음식점이다. 섭지코지에서 성산일출봉 가는 길가에 위치하고 있으며 성게, 해삼 등 해산물과 성게해삼물회, 성게칼국수 등 식사류를 제공한다.",2,1,"","admin"
21,"삼보가든","음식점","33.4367342104","126.6765362872","63346","064-784-8181","제주특별자치도 제주시 조천읍 비자림로 653			","삼복가든은 제주 미니랜드 인근에 위치한 한식 전문 음식점이다. 백숙, 볶음탕, 김치찌개, 된장찌개, 뼈다귀해장국, 정식 등 다양한 한식메뉴를 제공하며, 아침식사도 가능하다. ",2,1,"","admin"
22,"한림칼국수 제주본점","음식점","33.4155882987","126.2615228216","63032","070-8900-3339","제주특별자치도 제주시 한림읍 한림해안로 141			","한림칼국수 제주 본점은 협재 해수욕장 인근에 있는 칼국수 전문점으로, 오랜 세월 한자리를 지켜오며 많은 단골을 만든 전통 맛집이다. 푸짐하고 가성비가 좋으며 아침 식사도 가능해서 아침부터 많은 손님이 찾는다. 메뉴는 4가지로, 보말 칼국수, 닭칼국수 영양보말죽, 매생이 보말전 등이 있다. 대표 메뉴인 보말 칼국수는 매생이가 들어간 덕에 걸쭉하며, 국물이 가볍지 않아 한 그릇만 먹어도 포만감이 느껴진다. 취향에 따라 청양고추를 넣어 먹어도 좋다.",2,1,"","admin"
23,"닐모리동동","음식점","33.5177555652","126.4877952847","63114","064-745-5008","제주특별자치도 제주시 서해안로 452			","문화카페 닐모리동동은 (주)NXCL의 제주지역 문화 공헌 프로젝트로서 제주를 담은 인테리어와 식음, 각양각색의 문화행사로 제주 문화 다양성에 기여하고자 한다. 닐모리동동의 수익금은 제주 지역 내 문화 다양성 지원 기금으로 전액 사용된다. 닐모리동동의 천장은 오름, 조명은 해녀들이 사용하던 테왁, 오픈키친은 초가와 돌담을 형상화하여 인테리어 하였고, 곳곳에서는 제주 사투리를 발견할 수도 있다. 또한, 제주 지역의 음식재료로 만든, 혹은 제주를 표현한 음식, 디저트, 음료 등을 판매하고 있다. 제주를 현대적으로 표현한 닐모리동동에서는 여러가지 문화행사도 진행되고 있다.",2,1,"","admin"
24,"목스키친","음식점","33.3065391943","126.7837299601","63626","010-3157-0828","제주특별자치도 서귀포시 표선면 일주동로6455번길 21			","제주 서귀포시 표선에 있는 목스키친은 제주 감성이 가득 묻어있는 퓨전 양식 맛집이다. 핑크빛 외관이 눈에 띄어 찾기 쉬우며 테라스가 있어 날이 좋을 때 표선 앞바다를 보며 식사하기 좋은 곳이다. 실내에 들어서면 아기자기한 소품들로 꾸며놓은 포토존도 있다. 목스키친의 메뉴는 제주 닮은 리조또, 제주 많은 필라프, 그대와 제주 라멘으로 모두 제주산 해산물이 들어간다. 황게, 전복, 딱새우 등이 올라간 리조또는 수제 로제 소스로 만들어 해산물을 안 좋아하는 사람도 부담 없이 즐길 수 있다. 테이블에서 치즈를 직접 그레이터로 갈아 주어 재미를 더한다.",2,1,"","admin"
25,"[백년가게]향원복집","음식점","33.2411790255","126.5648726139","63596","064-762-2341","제주특별자치도 서귀포시 부두로 43			","제주 대표 복요리 전문점으로 1966년 개업 후 아들이 대를 이어 52년간 운영중이다. 매일 한림항에 들어오는 참복만을 이용해 요리한다. 복지리, 복 불고기 등 다양한 복요리를 즐길 수 있다. 제주에서만 맛볼 수 있는 참복 사시미를 대표 메뉴로 영업중에 있다.",2,1,"","admin"
26,"선흘곶","음식점","33.5082297468","126.7179949446","63340","064-783-5753","제주특별자치도 제주시 조천읍 동백로 102			","선흘곶은 제주시 조천읍에 있는 한식집이다. 입구를 들어서면 주인장의 손길이 닿은 정겨운 느낌의 내부와 오밀조밀하게 꾸며놓은 넓은 정원이 손님들을 반긴다. 제주에서 나는 식자재로 만든 건강한 쌈밥이 이 집의 주력 메뉴다. 반찬이 풍성하게 차려지고 부드럽고 야들야들한 돔베고기와 고등어구이, 그리고 쌈 채소가 나온다. 쌈에 고등어와 돔베고기를 올리고, 양념과 함께 싸서 먹으면 건강한 한 끼 식사를 즐길 수 있다. 매주 화요일은 휴무이며, 넓은 주차장이 있다.",2,1,"","admin"
27,"새둥지","음식점","33.5006748230","126.5317362966","63208","064-753-4868","제주특별자치도 제주시 동광로4길 11			","[제주시 이도이동에 위치한 한식 전문점 새둥지]<br /> 새둥지는 제주시청 인근에 있는 한식 전문 음식점이다. 새둥지에서는 한치물회, 자리물회가 유명하다.",2,1,"","admin"
28,"성미가든","음식점","33.4375757895","126.6768806820","63346","064-783-7092","제주특별자치도 제주시 조천읍 교래1길 2			","[제주시 조천읍 교래리에 위치한 토종닭백숙 전문점 성미가든]<br>성미가든은 제주 조천읍 고래리에 위치한 토종닭백숙 전문점이다. 메뉴로는 샤브샤브, 닭볶음탕 두가지 메뉴가 있으며, 샤브샤브 메뉴의 경우에는 샤브샤브, 백숙, 녹두죽이 코스로 제공된다. 성미가든에서는 기본적으로 샤브샤브 메뉴가 주문이 들어가기 때문에 닭볶음탕을 주문하고자 하는 경우 반드시 이야기 해야 한다.",2,1,"","admin"
29,"춘미향","음식점","33.2315564087","126.2961655744","63528","064-794-5558","제주특별자치도 서귀포시 안덕면 산방로 382			","서귀포에 있는 춘미향은 도민들에게 인정받은 맛집으로 알려져 있다. 제주도를 방문하는 여행객들에게 소문이 나 춘미향을 한 번도 안 와본 사람은 있어도 한 번만 오는 사람이 없다 할 정도로 맛과 가격 면에서 칭찬하는 후기들을 많이 볼 수 있다. 온 가족이 함께 운영하는 곳으로 어머니는 밑반찬을, 아버지는 낚시를, 형제는 맛깔난 요리들을 내온다. 산지에서 얻은 신선한 재료와 제철 식재료를 이용하여 맛과 건강을 챙길 수 있는 곳이다. 이곳의 대표 메뉴는 돈목살 100g, 보말 미역국, 옥돔, 딱새우, 밑반찬이 나오는 춘미향 정식이다. 그 외 단품으로 생선구이, 찜, 조림, 근고기, 두루치기 등 다양한 메뉴가 있어 선택의 폭이 넓다. 주차 공간이 따로 마련되어 있지 않고 가게 앞 몇 자리뿐이라 사람이 많을 때는 주차가 어려울 수 있다.",2,1,"","admin"
30,"하멜상선전시관","문화시설","33.2334120350","126.3137501186","63528","","제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30(안덕면)","네덜란드 호르콤시에서 출생한 헨드릭하멜은 동인도회사 선원으로 상선인 스페르웨르호를 타고 일본으로 가던 중 1653년 8월 16일 일행 36명과 함께 제주 핸안에 표착하였다. 그 후 13년간의 조선에서의 생활을 자세히 소개한 보고서 형태의 '하멜표류기'로 우리나라를 서방세계에 최초로 알리게 되었다. 네덜란드 동인도회사 소속으로 하멜일행을 태우고 일본 나가사끼로 향해하다 난파된 스페르웨르호는 1648년에 암스테르담에서 건조된 3층 갑판의 범선으로 수송과 연락의 역할을 위한 것으로 알려져 있다. 스페르웨르호는 대양향해용 범선인 바타비아호를 모델로 재현한 것이다. <br>",6,1,"","admin"
31,"건강과 성 박물관(제주)","문화시설","33.2549657152","126.3459024043","63531","","제주특별자치도 서귀포시 안덕면 일주서로 1611			","서귀포 산방산과 중문 관광단지 사이에 있는 건강과성박물관은 7000㎡ 크기의 실내 전시공간과 야외 조각공원이 합쳐진, 성을 테마로 한 공간으로는 명실상부 세계 최대의 성박물관이다. 어둡고 숨기는 것에 익숙한 성을 밝고 건강하게 보고 느낄 수 있도록, 다양한 전시구성을 한 것이 특징이다. 야외에 있던 조각공원, 내부의 성교육전시관, 성문화 전시관으로 양분화 되었던 공간이 2층 전시공간을 확장하면서 현재 S-Education, S-Culture, S-Fantasy, S-Gallery, S-Book cafe, S-Store의 6가지 성관련 테마를 중심으로 구성되어 있다.<br>* 개관일 2006년 03월 18일<br>",6,1,"","admin"
32,"서복전시관","문화시설","","","63596","","제주특별자치도 서귀포시 칠십리로 156-8(서귀동)","중국 진시황 때 사자 서불(徐福=徐市)이 삼신산의 하나인 한라산에서 불로초를 구하려고 동남동녀 500쌍을 거느리고 동쪽으로 왔다가 정방폭포 암벽에 '서불과지(徐市過之)'라는 글자를 새기고 서쪽으로 돌아갔다고 전해지고 있다. 서복전시관은 이러한 설화에 기초하여 중국인 등 외국인 관광객에게 문화적 볼거리를 제공하기 위해 정방폭포 인근에 건립되었다. 중국과 일본의 역사를 잇는 구비문화유적으로서 자원적 가치가 높다.<br /><br />전시관에는 진시황의 청동마차와 병마용갱(兵馬俑坑)의 실물 복제품과 친황다오(秦皇島)시에 있는 서복 비석 복제품, 원자바오 총리 친필 휘호가 새겨진 태산석(泰山石), 허베이성(河北省) 친황다오시가 기증한 서복동도상(徐福東渡像) 조각작품 등이 전시되어 있다. 영상실에는 불로촌의 전설과 서복의 고향을 현지 촬영한 다큐멘터리와 애니메이션으로 구성한 동영상을 상영한다. 서복공원의 담장은 관광객들의 지적에 따라 높이를 3.5m에서 1.5m로 낮추고, 관람객들이 중국 원자바오 총리의 실물 크기 사진과 함께 촬영할 수 있는 포토존도 설치했다. 주변해안을 조망할 수 있는 전망대와 쉼터 등이 조성되어 있다.<br>",6,1,"","admin"
33,"방림원","문화시설","33.3373165134","126.2685961746","63005","","제주특별자치도 제주시 한경면 용금로 864			","3천여 평의 방림원 곳곳에는 수십 년에 걸쳐 수집한 유럽, 아프리카, 아메리카 대륙의 세계각국 야생화 3천여 종이 자연적인 미와 더불어 소박한 들꽃의 청조함을 느낄수 있다. 방림원 박물관 내  유리 온실 안에는 그 계절에 피고 지는 200여 종의 작품들이 변화되고 있고 제주도 모형과 태극기의 이미지를 야외정원 곳곳에는 계절에 따른 테마로 이루어진 공간에서 웃음과 기쁨을 자아 내기도 한다. 또한 국내 자생식물 90가지와 귀화식물 10가지를 더한 100가지 식물을 심은 백화동산, 자연의 형태를 그대로 살린 형제 폭포경관, 연못안의 잉어들의 노님을 보고 있으면 마음이 그야 말로 행복해진다. 또, 다른 실내 전시공간인 양치류 관내에는 세계 각 나라의 양치류(고사리류)들의 새로운 모습이 볼 수 있고, 벌레를 잡아먹는 식충식물들이 아이들의 호기심을 만족시켜준다. 공사중에 발견된 방림굴은 제주도에서도 희귀한 붉은 송이돌로만 이루어져 있고 굴안에서 송이돌의 음이온을 받아 갈수 있다.<br /><br />* 주요 야생화 - 노루귀, 호자나무, 한라돌창포<br>",6,1,"","admin"
34,"해녀박물관","문화시설","33.5235831721","126.8634514136","63362","","제주특별자치도 제주시 구좌읍 해녀박물관길 26			","해녀박물관은 1932년 제주해녀들이 인간의 존엄성과 생존권을 무참히 수탈하는 일제에 맞서 여성이 주체가 되어 투쟁했던 제주해녀항일운동의 발상지에 자리 잡고 있다. 제주해녀는 세계적인 존재로 어려운 작업 환경을 딛고 끈질긴 생명력과 강인한 개척정신으로 인해 제주여성의 상징으로 자리매김해 왔다. 불과 20여 년 전만 하더라도 우리 삶의 현장에서 가정 경제의 핵심적 역할을 했으나 30~40대 해녀가 15%도 되지 않는 현상황에서 해녀문화의 보존을 위한 전문 해녀박물관의 갖는 위상은 매우 뜻깊은 일이라고 할 수 있다.<br /><br />역사 속에서 형성된 해녀들만의 독립적이고 주체적인 문화는 향토문화유산으로서 뿐만 아니라, 전 세계적으로 주목받는 중요한 관광문화자원으로 발전해 나갈 것이다. 해녀박물관은 제주만의 독특한 해녀, 어촌, 해양문화의 계승, 발전을 위하여 제주해녀항일운동기념공원 조성사업과 연계해서, 2003년 12월 23일 공사를 착공, 85,951m²(2만 6천평)의  부지에 총 124억 원을 투자하여 지상 4층에 전체면적 4,002m²의 규모로 지어졌다. 주요시설로는 4개의 전시실과 영상실, 전망대, 휴게실, 야외전시장 등으로  구성되어 있으며 2006년 6월 9일에 개관하였다.<br /><br />제주해녀들의 생존과 삶, 자존의 역사를 담은 해녀박물관은 제주의 상징인 “해녀”를 주제로 그들의 생활풍습, 무속신앙, 세시풍속, 해녀공동체 뿐만 아니라 제주민의 역사, 여성, 생업, 경제, 해양, 신앙, 연희 등 제주의 전통문화를 총망라하여 전시했다. 제주해녀들이 남긴 소중한 문화유산을 발굴, 보존하고 해녀 전문 박물관에  걸맞은 특색있는 기획전시와 지속적인 해양 민속 발굴로 21세기 세계적 문화예술의 메카로 가꿔 나가는데 기여하고자 함이다.<br>",6,1,"","admin"
35,"닥종이인형박물관","문화시설","33.2468275374","126.5102161129","63572","064-739-3905~6","제주특별자치도 서귀포시 월드컵로 33			","우리 전통 한지인 닥종이를 정성스럽게 하나하나 붙이고 말리는 과정을 수없이 반복해서 만든  닥종이인형은 놀랍게도 우리의 모습과 많이 닮았다. <br />  요즘 아이들에게 인기 있는 로봇, 외국인형 등과 같은 장난감에서는 찾을 수 없는 딱지귀신 광수, 구슬치기 왕 종철이, 군것질대장 기연이, 개다리 춤을 잘 추던 문수, 대통령이 되겠다던 병석이, 꼴지만 하던 순구.부드럽고 익살스런 표정으로 살아있는 듯한 닥종이 인형들이 제주를 찾은 고객에게 따스함과 정겨움을 드리기 위해 가슴 설레며 기다리고 있다. <br />  이밖에 1954년 대통령컵 골프대회, 1962년 해녀 매스게임, 잊혀진 CF 등 희귀 영상을 감상하거나 DJ 박스, 추억의 교실에서 놀면서 과거로의 시간 여행도 경험할 수 있다.",6,1,"","admin"
36,"제주돌문화공원","문화시설","33.4513683869","126.6567710025","63345","","제주특별자치도 제주시 조천읍 남조로 2023			","돌문화 공원은 돌의 고장 제주에 있는 돌문화를 종합적이고 체계적으로 보여주는 박물관이자 생태공원이다.2020년까지 전체공원이 조성되며, 제1단계로 제주돌박물관, 제주돌문화전시관, 제주의 전통초가 등의 전시관이 완공되어 공사가 시작된지 7년 만인 2006년 6월 3일 문을 열었다. 제주의 돌문화를 한곳에서 볼 수 있는 돌문화공원은 규모가 워낙 커서 여유로운 일정으로 둘러보는 것이 좋다. 돌문화 공원은 제주만의 독특한 자연유산인 오름 앞에 자리잡고 있으며, 돌을 쌓아 만들어 놓은 성곽의 형태를 따라 나지막한 오르막길을 올라가면 주변 전망이 시원한 돌문화공원 입구에 다다르게 된다.<br /><br />입구를 지나 관람로를 따라가다보면 설문대할망과 그 아들인 오백장군 설화로 엮은 각종 돌조형물들을 만나게 되고,거석 사이를 통과하여 숲속오솔길을 따라가다 보면 박물관과 제주의 전통초가들을 볼 수 있는데, 특이하게도 박물관은 지상이 아닌 지하에 자리잡고 있다. 자연 환경과 주변 경관을 해치지 않기 위해서 그렇게 지어졌다고 한다. 야외 전시장에는 48기의 돌하르방, 사악한 기운과 액운을 몰아낸다는 방사탑, 도둑이 없어 대문도 없다는 제주의 상징인 정주석, 무덤 주위에 세워 망자의 한을 달래준다는 제주만의 내세관을 보여주는 동자석 등 제주의 역사와 전통 자연미를 함께 느낄수 있는 자연과 문화의 쉼터이다.<br>",6,1,"","admin"
37,"제주국제평화센터","문화시설","33.2443708606","126.4220626997","63546","","제주특별자치도 서귀포시 중문관광로 227-24(중문동)","대한민국 정부에 의해 제주도가 동북아와 한반도의 평화정착에 기여하는 ' 세계평화의 섬'으로 지정되어, 그동안 제주도가 평화를 실천하게 된  역사적 배경과 평화 실천사업, 미래에 대한 비전을 특수기법을 이용 전시하고 있다. 지난 '91년 4월 한ㆍ소 정상회담 이후 제주도에서 계속된 전ㆍ 현직 세계정상들과 남북평화실천과 교류활동, 제주를 방문한 세계정상, 4.3특별법과 노벨평화상 수상자, 평화와 인류애를 몸소 실천하는 사람, 국가(제주포함)의 위상을 드높인 인물 및 제주영상을 소재로 세계에 제주의 이미지를 알린 연예인 등을 선정, 평화라는 내용으로 밀랍을 제작ㆍ전시하여 교육 및 체험의 장으로 활용되어지고 있다.<br>",6,1,"","admin"
38,"제주테지움","문화시설","33.4120435500","126.3935836397","63037","","제주특별자치도 제주시 애월읍 평화로 2159			","테지움 사파리는 세계 최초로 야생동물과 수중동물 꽃과 새들을 모두 봉제인형으로 제작하여 전시되는 새로운 개념의  박물관이다. A동 1층의 야생동물존에는 호랑이, 코끼리, 사자 표범 등의 동물인형과 다양한 포즈의 테디베어와 함께 사진을 찍을 수 있도록 전시되어 있고 2층에는 돌고래, 상어를 비롯하여 문어, 거북이 등 수중 동물인형과 홍학, 학, 오리떼 등 다양한 인형들이 있다. B동 2층으로 넘어오게 되면  4m의  엎드린 테디베어에서 어린이들이 자유롭게 뛰어놀 수 있는 놀이터와 드라마  '뉴하트'에 등장했던 모든 테디베어와 테지움아트갤러리에는 영화패러디, 그리스신화 테디베어, 세계의상 테디베어들이 전시되어 있다.B동 1층의 선물코너에서는 다양한 형태의 테디베어 소품들과 사랑스러운 여러가지의 테디베어를 구매할 수 있다. 특히 A동의 1층과 2층에 걸쳐 조성되어 있는 소원 들어주는 나무는 관람객들이 써넣은 소원들을 선별하여 매원 소원을 들어주는 행사로 계획하고 있다.<br>",6,1,"","admin"
